transaction_id,order_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,total_amount,payment_type,sales_channel
5535,2805,263,44,2023-09-30,1,402.45,0.01,398.43,Cash,store
5536,13332,270,29,2024-03-16,1,21.06,0.0,21.06,Bank Transfer,online
5537,8360,1856,14,2022-08-20,2,349.34,0.03,677.72,E-Wallet,online
5538,3189,681,36,2023-08-08,1,152.55,0.1,137.3,Bank Transfer,marketplace
5539,2340,430,31,2024-10-12,1,167.23,0.0,167.23,Card,store
5540,3627,2145,31,2024-04-03,1,165.2,0.0,165.2,E-Wallet,marketplace
5541,13507,1657,10,2023-07-16,1,35.0,0.17,29.05,E-Wallet,store
5542,7717,2070,3,2023-10-30,1,617.12,0.04,592.44,Card,online
5543,10729,271,34,2022-06-29,1,275.71,0.04,264.68,Card,store
5544,504,794,12,2023-01-28,3,210.33,0.09,574.2,Card,online
5545,488,61,6,2023-05-02,1,623.84,0.08,573.93,Bank Transfer,marketplace
5546,,2585,6,2023-02-11,1,625.16,0.04,600.15,Cash,marketplace
5547,13889,195,39,2024-10-11,1,471.05,0.0,471.05,Bank Transfer,partner
5548,2185,477,18,2022-04-23,1,611.55,0.18,501.47,Cash,store
5549,8336,1759,42,2023-12-01,1,114.74,0.16,96.38,Bank Transfer,store
5550,2809,2048,7,2023-10-17,1,460.58,0.02,451.37,Bank Transfer,store
5551,5855,1290,30,2022-06-24,2,79.78,0.0,159.56,Card,store
5552,13724,608,35,2023-10-01,1,387.74,0.04,372.23,Card,marketplace
5553,13033,1050,1,2024-01-24,2,326.77,0.03,633.93,E-Wallet,store
5554,12729,2930,2,2022-08-20,1,607.23,0.0,607.23,E-Wallet,online
5555,10253,1743,36,2024-09-19,1,163.17,0.01,161.54,Card,online
5556,7977,2824,30,2024-09-20,1,85.16,0.0,85.16,Bank Transfer,store
5557,8008,2964,9,2022-04-01,2,433.56,0.0,867.12,Card,partner
5558,6720,485,6,2023-12-03,1,671.0,0.0,671.0,E-Wallet,online
5559,13159,2091,22,2024-04-11,1,156.21,0.13,135.9,Card,online
5560,,1857,34,2024-01-15,1,289.17,0.02,283.39,Cash,partner
5561,3229,2169,38,2023-06-02,1,427.24,0.0,427.24,E-Wallet,online
5562,3687,1503,26,2022-05-17,1,127.52,0.04,122.42,E-Wallet,store
5563,1420,2635,14,2023-12-25,1,349.27,0.0,349.27,E-Wallet,partner
5564,3263,1409,45,2024-01-03,1,191.83,0.07,178.4,Cash,store
5565,10371,2999,19,2022-05-16,1,241.87,0.02,237.03,Card,marketplace
5566,12531,549,18,2023-08-29,3,600.49,0.0,1801.47,Card,partner
5567,2747,238,35,2023-03-19,3,397.12,0.09,1084.14,Bank Transfer,marketplace
5568,,218,30,2024-06-18,1,83.87,0.0,83.87,Card,online
5569,4057,405,49,2024-05-31,2,187.41,0.0,374.82,Card,store
5570,13225,2539,28,2024-03-10,1,174.76,0.08,160.78,Card,store
5571,12065,247,12,2024-01-01,1,209.86,0.0,209.86,E-Wallet,marketplace
5572,12172,766,6,2023-03-06,1,654.86,0.02,641.76,Card,store
5573,10002,509,24,2022-02-17,2,495.83,0.02,971.83,Card,marketplace
5574,11806,1040,6,2024-10-17,1,684.88,0.04,657.48,Card,partner
5575,12835,249,17,2022-07-01,1,114.66,0.0,114.66,Bank Transfer,online
5576,,2280,1,2022-05-02,3,326.97,0.02,961.29,E-Wallet,partner
5577,4526,2254,9,2022-04-05,1,454.63,0.05,431.9,E-Wallet,marketplace
5578,11256,1777,25,2024-10-04,1,550.76,0.0,550.76,Bank Transfer,store
5579,,613,16,2022-03-03,1,507.28,0.05,481.92,E-Wallet,partner
5580,,1398,26,2023-11-02,1,129.58,0.0,129.58,Cash,online
5581,2341,1660,16,2024-09-27,1,491.76,0.11,437.67,Card,marketplace
5582,5200,31,19,2023-03-21,2,252.96,0.02,495.8,Cash,store
5583,11949,375,20,2024-02-08,1,406.27,0.0,406.27,Bank Transfer,marketplace
5584,6947,2499,1,2024-04-10,1,326.3,0.07,303.46,Cash,partner
5585,14534,203,16,2023-09-26,1,520.95,0.14,448.02,Bank Transfer,store
5586,10089,1098,46,2024-07-14,1,219.61,0.0,219.61,Card,marketplace
5587,13701,249,1,2024-09-18,1,354.36,0.02,347.27,Card,partner
5588,12157,1995,35,2022-09-25,1,393.37,0.05,373.7,Bank Transfer,partner
5589,,344,42,2022-04-26,1,115.25,0.0,115.25,Cash,store
5590,14687,2564,13,2023-09-29,2,335.92,0.0,671.84,Bank Transfer,store
5591,4220,2002,2,2023-10-19,1,602.42,0.0,602.42,Card,store
5592,3763,1990,28,2022-08-06,1,173.47,0.19,140.51,E-Wallet,online
5593,,835,2,2024-05-20,2,598.36,0.13,1041.15,Cash,online
5594,5156,1166,37,2024-09-07,1,624.8,0.0,624.8,Card,partner
5595,6660,2843,50,2023-02-21,1,169.68,0.01,167.98,Bank Transfer,store
5596,7591,1737,46,2024-03-05,2,235.49,0.06,442.72,Card,partner
5597,10628,1152,1,2024-04-18,1,326.48,0.08,300.36,Card,marketplace
5598,739,2479,35,2024-09-30,1,422.71,0.03,410.03,E-Wallet,online
5599,6899,1774,17,2023-01-06,1,102.87,0.0,102.87,E-Wallet,online
5600,,1236,20,2024-02-17,3,375.97,0.06,1060.24,Card,partner
5601,6907,2288,29,2022-04-26,1,21.13,0.1,19.02,Card,marketplace
5602,5722,2471,9,2023-04-04,1,406.55,0.08,374.03,Bank Transfer,partner
5603,7227,1169,19,2023-06-27,1,245.88,0.13,213.92,E-Wallet,partner
5604,1044,912,1,2024-08-01,1,320.57,0.11,285.31,Card,marketplace
5605,1891,1631,33,2022-07-16,2,614.26,0.03,1191.66,Card,marketplace
5606,14039,891,11,2024-06-16,1,421.6,0.16,354.14,Cash,partner
5607,13098,1132,50,2023-09-29,1,160.81,0.03,155.99,Cash,store
5608,11719,1949,36,2023-12-08,1,166.79,0.03,161.79,Cash,store
5609,2825,614,30,2024-02-22,1,87.16,0.05,82.8,Bank Transfer,online
5610,2515,2913,22,2022-05-27,2,145.08,0.04,278.55,E-Wallet,marketplace
5611,4389,4,25,2023-01-19,2,591.61,0.09,1076.73,Bank Transfer,online
5612,2813,1377,8,2023-10-27,2,644.53,0.09,1173.04,Cash,online
5613,,2406,29,2022-01-10,2,21.38,0.02,41.9,Bank Transfer,marketplace
5614,11859,1389,30,2023-03-14,1,91.89,0.0,91.89,E-Wallet,marketplace
5615,3739,2303,3,2024-08-31,2,579.16,0.01,1146.74,Card,online
5616,5953,1898,50,2022-10-22,3,169.12,0.0,507.36,E-Wallet,online
5617,4846,792,22,2023-04-28,1,160.9,0.0,160.9,Cash,online
5618,,1876,4,2024-06-20,2,581.35,0.03,1127.82,Bank Transfer,marketplace
5619,,778,17,2024-08-05,2,107.12,0.07,199.24,Card,partner
5620,6210,1801,39,2022-09-02,2,426.85,0.0,853.7,E-Wallet,partner
5621,,2177,30,2023-01-21,1,83.87,0.16,70.45,E-Wallet,partner
5622,1663,2077,20,2024-03-07,2,375.96,0.0,751.92,Card,marketplace
5623,7600,1638,14,2023-02-15,1,336.35,0.05,319.53,Cash,store
5624,5848,550,5,2023-07-05,1,618.25,0.0,618.25,Cash,partner
5625,11292,551,19,2022-03-01,3,265.91,0.14,686.05,Card,marketplace
5626,13727,903,11,2022-03-15,1,393.83,0.1,354.45,Card,partner
5627,2698,1943,40,2023-11-13,1,534.38,0.18,438.19,Bank Transfer,store
5628,5133,239,26,2024-02-05,1,141.65,0.01,140.23,Card,online
5629,5935,1567,10,2023-03-03,1,34.13,0.0,34.13,Bank Transfer,online
5630,5796,1742,47,2022-10-25,1,314.04,0.06,295.2,E-Wallet,marketplace
5631,,2154,15,2023-12-24,3,319.69,0.12,843.98,Bank Transfer,store
5632,12868,2094,29,2022-03-14,2,21.45,0.0,42.9,Bank Transfer,marketplace
5633,2926,916,44,2024-09-15,2,359.37,0.07,668.43,Cash,online
5634,8557,671,29,2023-09-16,1,21.86,0.0,21.86,E-Wallet,online
5635,1036,1761,19,2022-06-25,1,232.62,0.05,220.99,Card,online
5636,333,1192,2,2022-08-05,1,639.77,0.13,556.6,E-Wallet,store
5637,307,2880,48,2024-01-10,1,461.79,0.0,461.79,Card,partner
5638,253,629,43,2022-07-24,1,343.34,0.04,329.61,Bank Transfer,online
5639,6171,659,28,2024-10-13,3,176.14,0.0,528.42,Cash,online
5640,669,2059,6,2022-04-12,1,604.94,0.03,586.79,Bank Transfer,online
5641,14185,1074,17,2022-07-28,1,107.69,0.0,107.69,E-Wallet,partner
5642,8405,152,48,2024-08-16,3,425.19,0.15,1084.23,Card,marketplace
5643,,1555,15,2022-10-10,1,319.69,0.03,310.1,Card,partner
5644,10768,2905,32,2023-05-01,3,240.75,0.03,700.58,Card,store
5645,1302,200,46,2022-04-04,1,233.55,0.0,233.55,E-Wallet,partner
5646,14765,2808,23,2022-01-19,1,481.17,0.03,466.73,Cash,store
5647,6882,1484,29,2023-12-30,1,21.68,0.1,19.51,Card,online
5648,818,21,44,2022-12-07,1,383.74,0.03,372.23,Card,store
5649,10315,2475,32,2022-05-13,1,248.01,0.17,205.85,E-Wallet,marketplace
5650,6989,526,39,2022-11-17,1,472.3,0.03,458.13,Card,online
5651,,2296,27,2022-05-01,1,370.8,0.0,370.8,Bank Transfer,online
5652,7780,409,42,2022-07-16,1,110.85,0.17,92.01,Cash,partner
5653,13469,1619,5,2024-07-21,1,575.66,0.0,575.66,Bank Transfer,marketplace
5654,,2614,11,2024-09-15,2,409.28,0.12,720.33,Cash,marketplace
5655,,229,47,2024-08-01,2,305.54,0.0,611.08,Card,store
5656,,1930,23,2023-01-31,1,440.2,0.0,440.2,Bank Transfer,partner
5657,4573,1979,3,2023-06-13,1,596.92,0.12,525.29,Bank Transfer,store
5658,13807,876,41,2022-12-19,2,456.7,0.1,822.06,Cash,partner
5659,9181,1538,5,2024-04-13,3,549.35,0.02,1615.09,Bank Transfer,store
5660,5008,2538,36,2023-08-15,1,148.46,0.15,126.19,Card,online
5661,11422,899,32,2022-03-14,2,240.69,0.08,442.87,Card,store
5662,955,837,14,2023-06-26,1,363.74,0.02,356.47,Bank Transfer,store
5663,12308,1516,1,2022-05-22,2,316.05,0.02,619.46,Card,online
5664,9012,460,18,2022-04-28,1,628.71,0.08,578.41,Cash,partner
5665,4298,1889,5,2024-07-06,3,548.17,0.03,1595.17,Bank Transfer,online
5666,2036,1755,16,2022-03-04,3,545.32,0.0,1635.96,Cash,store
5667,12367,228,6,2024-08-29,2,668.76,0.01,1324.14,E-Wallet,marketplace
5668,6607,1304,18,2022-02-15,3,640.35,0.02,1882.63,Card,online
5669,1684,1295,30,2022-09-29,1,88.19,0.0,88.19,Bank Transfer,marketplace
5670,4177,566,30,2023-10-28,1,88.76,0.08,81.66,Card,marketplace
5671,8362,860,26,2024-03-20,3,133.03,0.02,391.11,E-Wallet,marketplace
5672,11243,2096,33,2022-11-04,2,618.7,0.16,1039.42,Card,marketplace
5673,9621,908,7,2024-01-04,2,435.65,0.0,871.3,Card,store
5674,14775,187,15,2023-07-20,1,309.71,0.02,303.52,Bank Transfer,store
5675,7997,318,13,2023-08-15,1,324.76,0.01,321.51,E-Wallet,marketplace
5676,12121,56,25,2023-02-13,3,580.36,0.0,1741.08,E-Wallet,online
5677,9003,1344,21,2022-02-02,1,696.58,0.01,689.61,Bank Transfer,online
5678,14416,1990,37,2022-07-17,2,609.34,0.06,1145.56,E-Wallet,marketplace
5679,5620,736,20,2024-04-01,1,368.7,0.08,339.2,E-Wallet,marketplace
5680,5964,726,46,2024-10-14,1,241.21,0.02,236.39,Cash,partner
5681,6183,1467,38,2022-03-08,2,450.98,0.0,901.96,E-Wallet,store
5682,8415,1855,3,2024-02-07,1,578.78,0.04,555.63,Card,marketplace
5683,9666,56,37,2022-12-04,1,668.3,0.0,668.3,Card,partner
5684,3036,2318,26,2022-07-13,1,126.42,0.12,111.25,Cash,store
5685,11619,61,15,2022-05-07,2,333.78,0.02,654.21,Cash,online
5686,4392,211,6,2023-07-28,1,641.21,0.03,621.97,Card,store
5687,3332,201,2,2022-11-06,1,634.15,0.0,634.15,Card,store
5688,,479,31,2022-01-13,1,164.72,0.08,151.54,E-Wallet,marketplace
5689,6672,1019,39,2024-07-26,3,461.41,0.0,1384.23,Bank Transfer,marketplace
5690,1205,1398,32,2023-12-11,1,246.48,0.0,246.48,Cash,online
5691,11922,872,26,2023-06-06,1,125.02,0.19,101.27,Cash,marketplace
5692,7384,258,44,2022-08-06,1,367.65,0.02,360.3,Bank Transfer,store
5693,3094,685,23,2024-01-03,1,481.47,0.06,452.58,E-Wallet,store
5694,11785,1802,10,2023-05-27,1,35.79,0.03,34.72,Bank Transfer,online
5695,,576,43,2023-10-26,1,358.77,0.0,358.77,Card,marketplace
5696,11294,873,36,2022-03-08,3,170.09,0.0,510.27,E-Wallet,partner
5697,14331,2688,41,2022-03-28,1,465.31,0.0,465.31,Card,store
5698,7463,2908,1,2024-05-27,2,320.78,0.14,551.74,Card,online
5699,9250,1612,5,2022-02-06,1,566.16,0.17,469.91,Card,online
5700,11007,1486,32,2022-10-08,2,233.71,0.0,467.42,Bank Transfer,online
5701,13984,1185,31,2022-03-17,3,177.15,0.05,504.88,Cash,partner
5702,,452,25,2024-08-21,1,555.08,0.01,549.53,Cash,partner
5703,10948,2473,32,2023-02-16,1,233.5,0.0,233.5,Bank Transfer,marketplace
5704,14966,932,21,2022-02-28,2,661.66,0.0,1323.32,Bank Transfer,online
5705,5713,2014,23,2024-08-28,1,450.85,0.0,450.85,Bank Transfer,marketplace
5706,8623,1792,43,2023-06-23,1,350.47,0.01,346.97,Card,store
5707,5754,840,28,2023-05-12,1,174.46,0.0,174.46,E-Wallet,store
5708,418,2567,46,2024-05-03,2,240.39,0.04,461.55,Card,store
5709,800,2409,50,2024-08-28,1,170.38,0.06,160.16,E-Wallet,online
5710,,72,47,2023-07-27,1,305.54,0.15,259.71,Bank Transfer,partner
5711,3180,1905,38,2023-03-31,3,443.72,0.01,1317.85,Cash,online
5712,731,2727,5,2022-10-03,1,558.75,0.0,558.75,Cash,store
5713,3960,1562,45,2023-11-06,1,184.96,0.03,179.41,Cash,partner
5714,,2747,19,2023-09-04,1,244.19,0.09,222.21,Card,store
5715,8880,1986,36,2022-07-24,2,159.85,0.0,319.7,E-Wallet,online
5716,1300,97,40,2024-04-07,1,536.24,0.01,530.88,Bank Transfer,online
5717,5683,59,48,2023-04-15,1,450.94,0.08,414.86,Card,online
5718,14763,739,8,2023-10-10,1,668.32,0.04,641.59,E-Wallet,marketplace
5719,5071,144,31,2024-04-06,1,161.13,0.04,154.68,Cash,partner
5720,12033,131,17,2024-06-20,1,115.41,0.07,107.33,Bank Transfer,marketplace
5721,14351,968,21,2024-04-26,3,651.38,0.0,1954.14,Card,online
5722,7773,1458,35,2023-11-14,1,391.43,0.04,375.77,Cash,marketplace
5723,11227,1083,3,2023-11-15,1,620.89,0.0,620.89,Cash,store
5724,13769,811,24,2023-12-07,1,501.59,0.2,401.27,E-Wallet,store
5725,13426,1933,24,2022-05-20,2,507.23,0.0,1014.46,E-Wallet,marketplace
5726,14765,2808,23,2022-10-13,1,481.17,0.05,457.11,Bank Transfer,online
5727,13034,2384,38,2022-03-09,2,470.37,0.15,799.63,Cash,partner
5728,1009,1060,26,2024-01-10,1,124.51,0.13,108.32,Cash,marketplace
5729,11652,1873,37,2022-05-06,1,620.35,0.06,583.13,Cash,store
5730,1871,2851,1,2024-08-16,1,338.94,0.0,338.94,Card,marketplace
5731,11502,2976,26,2022-02-02,1,140.36,0.0,140.36,Bank Transfer,online
5732,,2732,42,2023-01-01,1,115.25,0.01,114.1,E-Wallet,online
5733,,939,47,2024-09-29,1,305.54,0.0,305.54,Bank Transfer,partner
5734,,2061,42,2023-06-18,1,115.25,0.0,115.25,Card,marketplace
5735,12824,2533,32,2023-02-27,2,224.56,0.11,399.72,Bank Transfer,store
5736,12582,2226,13,2023-02-03,1,340.16,0.01,336.76,Cash,partner
5737,4611,908,9,2022-03-20,1,411.73,0.0,411.73,Card,store
5738,849,952,43,2024-05-18,1,349.58,0.09,318.12,Card,online
5739,6336,292,45,2023-05-07,2,182.6,0.09,332.33,E-Wallet,partner
5740,2807,2037,29,2022-08-13,1,20.72,0.0,20.72,E-Wallet,marketplace
5741,,1593,46,2022-12-16,1,227.19,0.08,209.01,E-Wallet,store
5742,14821,2216,4,2023-06-21,2,615.15,0.02,1205.69,Bank Transfer,online
5743,12654,432,47,2024-07-18,1,293.09,0.0,293.09,E-Wallet,partner
5744,7765,2161,34,2024-03-29,2,289.43,0.16,486.24,Card,marketplace
5745,11636,333,37,2023-07-27,3,612.4,0.03,1782.08,Bank Transfer,marketplace
5746,9799,642,34,2023-07-11,1,288.39,0.0,288.39,Card,partner
5747,11129,539,31,2024-10-12,1,173.01,0.03,167.82,Cash,store
5748,12283,2155,31,2023-10-23,1,161.94,0.09,147.37,Bank Transfer,partner
5749,10686,234,44,2022-06-23,3,393.16,0.05,1120.51,Bank Transfer,marketplace
5750,,1304,35,2023-03-11,1,401.36,0.12,353.2,Bank Transfer,marketplace
5751,2885,2797,31,2022-09-03,1,166.48,0.07,154.83,E-Wallet,store
5752,1725,739,9,2022-01-10,1,458.01,0.03,444.27,E-Wallet,marketplace
5753,,1341,24,2024-01-01,1,516.69,0.0,516.69,Bank Transfer,store
5754,211,2774,25,2024-02-18,2,536.31,0.0,1072.62,Bank Transfer,marketplace
5755,4664,1050,27,2022-09-04,1,387.5,0.09,352.62,Card,online
5756,12112,1500,33,2024-01-12,2,624.2,0.05,1185.98,Bank Transfer,online
5757,7285,335,3,2023-08-01,1,583.35,0.04,560.02,E-Wallet,store
5758,12264,1771,11,2022-10-23,1,444.05,0.0,444.05,Bank Transfer,online
5759,,1441,16,2023-11-18,1,507.28,0.04,486.99,Card,partner
5760,6828,2195,7,2022-08-22,1,496.49,0.08,456.77,Card,store
5761,14693,1375,10,2024-10-10,2,35.07,0.1,63.13,Bank Transfer,marketplace
5762,,642,49,2022-08-02,1,170.48,0.03,165.37,Card,partner
5763,2487,1331,38,2024-09-02,1,439.34,0.01,434.95,Card,marketplace
5764,,1939,13,2023-11-30,1,312.9,0.1,281.61,Bank Transfer,partner
5765,14498,810,43,2024-07-12,1,342.44,0.1,308.2,Card,partner
5766,2936,302,11,2022-03-31,1,404.57,0.01,400.52,Card,store
5767,13686,556,39,2022-10-14,1,417.62,0.19,338.27,E-Wallet,marketplace
5768,5427,89,36,2023-12-26,1,170.02,0.02,166.62,Card,partner
5769,491,436,19,2024-10-13,1,250.87,0.01,248.36,Cash,marketplace
5770,9079,2337,40,2024-01-07,1,508.31,0.08,467.65,Card,marketplace
5771,10084,2320,42,2022-03-28,2,121.98,0.06,229.32,Card,marketplace
5772,8568,1143,3,2023-12-22,1,600.91,0.18,492.75,E-Wallet,partner
5773,3361,10,25,2024-10-05,1,540.09,0.09,491.48,Cash,partner
5774,13256,2980,11,2023-06-10,1,421.47,0.0,421.47,Bank Transfer,partner
5775,12748,490,48,2022-07-25,1,427.49,0.0,427.49,Cash,online
5776,802,989,22,2023-08-25,1,160.74,0.08,147.88,Bank Transfer,partner
5777,2672,1251,4,2022-03-11,2,572.0,0.18,938.08,Card,online
5778,9837,1603,22,2022-08-04,1,142.45,0.17,118.23,Bank Transfer,online
5779,13094,324,21,2024-07-18,3,680.44,0.0,2041.32,Bank Transfer,marketplace
5780,5878,1441,31,2024-06-20,2,161.33,0.0,322.66,E-Wallet,store
5781,,236,18,2023-05-14,1,591.36,0.1,532.22,E-Wallet,online
5782,6544,129,11,2022-04-02,1,450.05,0.0,450.05,Cash,store
5783,,2411,35,2022-06-21,2,401.36,0.08,738.5,Bank Transfer,store
5784,3050,2261,39,2024-06-30,2,472.82,0.0,945.64,Card,marketplace
5785,,2352,18,2024-09-21,1,591.36,0.0,591.36,Card,marketplace
5786,10483,165,38,2023-09-19,1,430.71,0.03,417.79,Card,partner
5787,2189,2445,31,2024-09-20,3,178.69,0.06,503.91,E-Wallet,online
5788,487,865,6,2024-01-08,1,658.59,0.0,658.59,E-Wallet,store
5789,11164,741,40,2023-10-02,2,509.98,0.17,846.57,E-Wallet,store
5790,4342,1889,28,2023-04-15,1,176.73,0.0,176.73,Card,store
5791,11066,1922,16,2023-12-31,1,522.99,0.14,449.77,E-Wallet,store
5792,14174,1576,38,2024-02-01,1,449.75,0.0,449.75,Cash,partner
5793,6159,2615,28,2024-09-14,2,177.11,0.11,315.26,E-Wallet,online
5794,3672,2663,29,2023-03-04,3,21.48,0.0,64.44,Cash,store
5795,1185,136,21,2023-11-03,1,637.59,0.09,580.21,Card,store
5796,13149,803,28,2024-07-15,1,165.65,0.0,165.65,Card,online
5797,642,1798,39,2023-02-05,2,428.09,0.01,847.62,Cash,partner
5798,10312,1974,32,2022-11-27,1,227.4,0.0,227.4,Cash,marketplace
5799,6540,2732,35,2023-08-10,1,416.47,0.0,416.47,Cash,marketplace
5800,9414,2704,4,2022-04-07,1,599.42,0.08,551.47,Cash,online
5801,332,845,23,2023-10-27,3,473.95,0.0,1421.85,Cash,marketplace
5802,3595,1047,35,2024-07-05,3,406.22,0.0,1218.66,Bank Transfer,online
5803,5433,2518,27,2023-11-19,1,385.48,0.0,385.48,Cash,partner
5804,13457,349,44,2024-06-19,1,378.72,0.05,359.78,Bank Transfer,marketplace
5805,8298,646,48,2022-11-28,1,433.38,0.0,433.38,Bank Transfer,partner
5806,7556,980,33,2023-02-26,1,599.29,0.03,581.31,Cash,partner
5807,9559,1415,8,2022-02-22,1,645.76,0.03,626.39,Bank Transfer,marketplace
5808,13505,1540,17,2022-02-04,1,112.25,0.08,103.27,Cash,online
5809,,2544,14,2023-08-27,2,352.09,0.04,676.01,E-Wallet,marketplace
5810,13113,689,28,2022-09-19,2,164.59,0.0,329.18,Bank Transfer,partner
5811,2268,2164,28,2022-05-23,3,165.43,0.0,496.29,E-Wallet,partner
5812,7803,1624,1,2022-02-28,3,312.23,0.05,889.86,Card,online
5813,1382,2252,26,2022-11-26,1,139.11,0.05,132.15,Bank Transfer,marketplace
5814,7381,2022,2,2023-06-24,1,605.88,0.09,551.35,Cash,store
5815,10551,2741,34,2022-11-29,3,312.69,0.02,919.31,Bank Transfer,partner
5816,,823,13,2023-03-24,1,312.9,0.11,278.48,E-Wallet,online
5817,13028,1102,23,2023-07-11,2,446.28,0.1,803.3,E-Wallet,marketplace
5818,,2682,45,2022-06-03,1,184.42,0.0,184.42,Bank Transfer,online
5819,5937,397,28,2022-02-05,1,178.28,0.01,176.5,Cash,online
5820,7274,816,23,2023-03-17,1,423.64,0.14,364.33,Cash,online
5821,9417,2481,46,2023-12-24,1,219.24,0.0,219.24,Cash,online
5822,10107,1645,30,2023-05-07,1,80.23,0.02,78.63,Card,online
5823,,978,23,2023-03-10,1,440.2,0.04,422.59,E-Wallet,marketplace
5824,2162,2911,36,2024-04-26,1,163.07,0.1,146.76,E-Wallet,partner
5825,5221,2513,48,2022-04-21,1,475.31,0.05,451.54,E-Wallet,store
5826,12035,32,10,2022-09-17,3,34.26,0.0,102.78,Bank Transfer,store
5827,11440,800,12,2024-08-03,1,208.26,0.02,204.09,E-Wallet,partner
5828,11122,1223,5,2023-05-02,1,582.22,0.01,576.4,Card,partner
5829,946,1146,39,2022-10-14,1,475.69,0.04,456.66,Card,marketplace
5830,14718,175,4,2022-10-20,1,554.88,0.0,554.88,E-Wallet,marketplace
5831,9739,2589,29,2023-07-13,1,23.42,0.03,22.72,Cash,online
5832,13475,1764,15,2023-09-06,1,315.94,0.1,284.35,E-Wallet,store
5833,7362,2480,31,2024-09-20,1,161.9,0.08,148.95,Card,partner
5834,898,1819,12,2022-01-29,1,213.65,0.03,207.24,Card,online
5835,,2127,35,2023-05-28,1,401.36,0.05,381.29,E-Wallet,marketplace
5836,10675,1709,30,2022-05-04,1,81.65,0.04,78.38,Cash,marketplace
5837,1743,2691,45,2022-03-11,1,193.83,0.08,178.32,Bank Transfer,partner
5838,7478,1141,28,2022-09-04,2,168.06,0.0,336.12,Card,store
5839,10183,262,37,2022-01-12,2,691.21,0.04,1327.12,Cash,store
5840,10612,1086,36,2024-07-22,3,168.37,0.13,439.45,Bank Transfer,online
5841,5457,2663,34,2023-08-03,1,306.22,0.05,290.91,Cash,partner
5842,10192,2671,14,2024-08-28,1,342.17,0.13,297.69,Cash,partner
5843,10558,1305,46,2022-06-03,1,240.35,0.0,240.35,Bank Transfer,online
5844,827,2811,33,2023-07-08,1,643.88,0.04,618.12,Bank Transfer,store
5845,2190,496,3,2022-09-06,1,608.52,0.04,584.18,Card,store
5846,11679,1923,40,2022-08-17,1,515.03,0.03,499.58,Bank Transfer,marketplace
5847,5324,1716,46,2023-07-07,1,220.98,0.02,216.56,Card,partner
5848,,2650,4,2024-02-16,2,581.35,0.0,1162.7,Bank Transfer,online
5849,7811,2446,25,2022-11-01,1,553.63,0.0,553.63,Cash,online
5850,6787,2865,38,2024-06-12,2,474.03,0.01,938.58,E-Wallet,partner
5851,6844,839,42,2022-05-31,1,117.72,0.08,108.3,Bank Transfer,partner
5852,,1882,46,2023-06-18,1,227.19,0.04,218.1,Cash,store
5853,9033,174,14,2023-09-12,2,368.72,0.05,700.57,Bank Transfer,online
5854,10206,2853,21,2023-10-15,1,627.02,0.1,564.32,Card,store
5855,14113,2918,21,2023-01-05,1,653.22,0.0,653.22,Cash,store
5856,11731,631,14,2023-05-05,1,378.85,0.0,378.85,Cash,online
5857,1808,1560,35,2023-07-28,1,411.28,0.09,374.26,Card,online
5858,3049,657,26,2024-08-16,1,133.47,0.0,133.47,Cash,online
5859,6500,100,41,2023-06-10,1,426.7,0.02,418.17,E-Wallet,store
5860,13091,1013,37,2024-01-19,1,615.55,0.0,615.55,Bank Transfer,partner
5861,,434,47,2023-06-10,1,305.54,0.07,284.15,Bank Transfer,store
5862,11120,672,32,2022-07-25,2,249.6,0.06,469.25,Cash,marketplace
5863,5605,2110,40,2023-06-12,1,534.13,0.06,502.08,Cash,store
5864,7052,2916,31,2022-01-28,2,159.76,0.0,319.52,E-Wallet,partner
5865,9746,149,47,2022-10-08,2,330.17,0.0,660.34,Card,store
5866,9344,2680,22,2024-06-30,1,163.62,0.01,161.98,Card,partner
5867,5615,1314,37,2023-03-08,1,636.77,0.05,604.93,Bank Transfer,online
5868,,1566,43,2023-10-22,1,358.77,0.0,358.77,Cash,online
5869,5397,842,20,2022-10-09,1,379.23,0.0,379.23,E-Wallet,marketplace
5870,6151,2028,14,2023-05-14,1,368.51,0.01,364.82,Card,partner
5871,548,2850,15,2023-04-02,1,330.36,0.14,284.11,Bank Transfer,online
5872,10303,1698,32,2022-07-30,2,236.79,0.02,464.11,Card,online
5873,13362,768,12,2022-08-18,1,202.7,0.0,202.7,E-Wallet,marketplace
5874,1806,2867,10,2024-09-14,1,34.41,0.09,31.31,Cash,partner
5875,,2046,26,2024-07-18,1,129.58,0.0,129.58,Bank Transfer,marketplace
5876,12492,2911,13,2022-07-26,1,297.45,0.0,297.45,Cash,store
5877,,2372,13,2022-09-18,1,312.9,0.02,306.64,Card,marketplace
5878,301,1040,11,2022-05-04,2,392.26,0.0,784.52,Bank Transfer,online
5879,25,376,16,2022-01-07,2,526.05,0.06,988.97,Cash,marketplace
5880,7835,449,18,2022-09-07,1,591.76,0.03,574.01,E-Wallet,partner
5881,12981,2430,48,2022-09-21,1,438.44,0.0,438.44,E-Wallet,marketplace
5882,8124,371,14,2023-12-09,1,369.8,0.19,299.54,Card,online
5883,2308,1823,30,2023-06-17,1,81.56,0.02,79.93,Cash,marketplace
5884,11456,2978,41,2023-05-02,1,447.95,0.0,447.95,Card,online
