order_id,product_id,customer_id,quantity,price,order_date,shipping_date,payment_method,order_status
751,38,2303,1,454.52,2023-02-13,2023-02-15,Credit Card,shipped
752,50,2128,2,297.64,2022-03-19,2022-03-27,Credit Card,completed
753,42,1251,2,222.8,2023-12-18,2023-12-21,PayPal,processing
754,11,30,1,443.8,2023-01-11,2023-01-12,PayPal,cancelled
755,39,190,1,462.16,2023-07-19,2023-07-28,Credit Card,processing
756,5,1884,2,1213.77,2022-10-01,2022-10-04,E-Wallet,completed
757,22,196,4,584.51,2024-05-16,2024-05-20,Credit Card,completed
758,39,176,1,466.71,2023-09-30,2023-10-05,Debit Card,completed
759,46,356,1,223.97,2024-01-26,2024-02-02,E-Wallet,completed
760,8,2939,1,645.86,2022-12-27,2023-01-08,PayPal,processing
761,12,2244,3,590.82,2024-03-17,2024-03-29,Bank Transfer,processing
762,38,2436,2,930.68,2023-03-11,2023-03-19,Credit Card,completed
763,4,2397,1,574.75,2024-02-25,2024-03-07,E-Wallet,completed
764,19,2346,1,250.05,2023-11-15,2023-11-21,PayPal,completed
765,14,576,2,716.98,2023-12-05,2023-12-17,Credit Card,shipped
766,20,2224,1,373.0,2022-01-29,2022-02-08,Debit Card,completed
767,3,2456,2,1276.7,2024-09-12,2024-09-18,Bank Transfer,completed
768,50,1726,4,612.91,2023-01-23,2023-01-30,E-Wallet,completed
769,41,1670,1,424.47,2023-01-28,2023-02-02,Bank Transfer,completed
770,19,1007,2,494.92,2023-04-04,2023-04-07,Credit Card,completed
771,48,2294,4,1820.52,2022-06-15,2022-06-17,PayPal,completed
772,19,1932,4,1011.44,2024-08-08,2024-08-12,Credit Card,completed
773,41,1574,3,1454.01,2022-08-21,2022-08-30,E-Wallet,processing
774,36,944,1,148.95,2024-05-13,2024-05-20,Debit Card,shipped
775,34,2717,2,591.65,2022-06-29,2022-07-09,PayPal,completed
776,50,1181,1,151.19,2023-10-16,2023-10-22,Debit Card,shipped
777,46,2517,3,714.8,2024-10-20,2024-10-26,Credit Card,processing
778,35,347,2,812.93,2024-08-22,2024-08-30,Credit Card,processing
779,47,2869,1,313.01,2023-01-03,2023-01-10,PayPal,processing
780,7,189,1,499.36,2023-05-21,2023-06-01,PayPal,completed
781,15,320,1,327.43,2023-10-13,2023-10-24,Credit Card,processing
782,39,2050,1,454.23,2023-07-28,2023-08-05,E-Wallet,completed
783,23,2897,1,437.34,2022-01-31,2022-02-07,PayPal,processing
784,37,1905,1,604.67,2024-02-20,2024-02-27,Debit Card,completed
785,25,1303,3,1690.89,2022-07-06,2022-07-16,PayPal,completed
786,28,693,1,163.8,2022-11-26,2022-12-08,E-Wallet,completed
787,42,613,1,120.92,2023-08-29,2023-09-06,Credit Card,completed
788,44,2387,2,805.42,2022-10-17,2022-10-28,Bank Transfer,completed
789,4,2817,4,2259.08,2024-08-07,2024-08-11,PayPal,completed
790,8,1669,1,633.45,2024-06-04,2024-06-12,PayPal,completed
791,21,777,2,1385.75,2023-09-28,2023-10-08,Debit Card,processing
792,13,2033,3,949.73,2023-06-19,2023-06-23,Bank Transfer,completed
793,50,2295,1,161.76,2023-10-02,2023-10-03,Bank Transfer,processing
794,28,2204,3,538.21,2024-03-13,2024-03-17,Credit Card,completed
795,22,2812,1,157.48,2022-12-07,2022-12-19,PayPal,processing
796,16,608,3,1573.34,2023-07-05,2023-07-09,Bank Transfer,shipped
797,4,233,1,621.21,2023-11-17,2023-11-26,Credit Card,cancelled
798,21,130,1,669.62,2022-03-21,2022-03-30,E-Wallet,shipped
799,24,1468,2,984.76,2024-10-15,2024-10-27,Debit Card,processing
800,50,2409,1,170.38,2023-08-06,2023-08-09,Credit Card,processing
801,17,2222,2,214.14,2022-09-06,2022-09-17,PayPal,shipped
802,22,989,3,482.21,2023-12-16,2023-12-22,PayPal,completed
803,39,2669,2,864.71,2022-08-13,2022-08-22,Debit Card,processing
804,30,1477,2,177.99,2022-06-09,2022-06-11,Credit Card,completed
805,30,1836,1,91.74,2022-11-28,2022-12-08,Bank Transfer,shipped
806,37,2177,1,633.59,2023-09-30,2023-10-01,E-Wallet,completed
807,49,915,3,489.62,2024-07-12,2024-07-18,Bank Transfer,completed
808,14,1231,1,378.9,2023-04-25,2023-04-29,Debit Card,completed
809,14,2857,1,363.97,2022-07-25,2022-07-27,PayPal,completed
810,11,723,1,447.79,2023-05-20,2023-05-29,PayPal,processing
811,5,1619,1,567.58,2022-06-03,2022-06-15,Bank Transfer,cancelled
812,23,1042,2,960.49,2024-10-03,2024-10-13,Credit Card,shipped
813,3,1381,1,567.11,2023-05-25,2023-06-03,Bank Transfer,processing
814,36,1498,1,170.46,2024-01-10,2024-01-19,PayPal,completed
815,39,2446,4,1679.96,2022-02-10,2022-02-16,Debit Card,completed
816,46,1888,1,242.96,2024-09-15,2024-09-21,Credit Card,completed
817,27,1896,2,793.14,2023-12-25,2024-01-03,E-Wallet,shipped
818,44,21,2,767.47,2022-11-19,2022-11-27,E-Wallet,completed
819,17,885,2,228.17,2024-10-29,2024-11-10,Credit Card,completed
820,48,2835,1,470.09,2023-05-22,2023-05-27,Credit Card,completed
821,13,2419,5,1672.55,2024-09-04,2024-09-15,Credit Card,processing
822,33,2809,1,613.75,2024-09-02,2024-09-09,Credit Card,completed
823,5,236,2,1129.46,2022-10-18,2022-10-26,Bank Transfer,completed
824,17,2565,1,116.57,2023-12-13,2023-12-25,Bank Transfer,completed
825,43,2758,2,683.23,2022-04-28,2022-05-03,Debit Card,completed
826,40,1612,1,506.44,2023-11-30,2023-12-09,Debit Card,processing
827,33,2811,3,1931.63,2024-03-05,2024-03-15,Credit Card,shipped
828,24,875,1,526.01,2024-05-09,2024-05-15,PayPal,completed
829,8,1583,1,673.48,2023-05-14,2023-05-26,Debit Card,processing
830,39,450,1,436.74,2024-05-07,2024-05-12,Bank Transfer,completed
831,31,203,1,160.72,2023-07-11,2023-07-18,Debit Card,completed
832,20,1668,2,823.16,2024-01-23,2024-02-03,Bank Transfer,completed
833,40,1868,1,517.52,2023-11-25,2023-11-28,Bank Transfer,completed
834,50,1225,1,171.13,2022-11-09,2022-11-11,Credit Card,shipped
835,48,2293,1,435.67,2024-08-06,2024-08-11,PayPal,completed
836,34,2314,1,297.03,2024-07-11,2024-07-14,Bank Transfer,completed
837,40,508,3,1504.9,2022-05-24,2022-05-25,E-Wallet,completed
838,30,1789,2,160.91,2022-04-17,2022-04-22,PayPal,shipped
839,38,861,1,462.74,2024-09-06,2024-09-16,Bank Transfer,completed
840,9,931,4,1851.05,2022-11-08,2022-11-12,Bank Transfer,completed
841,29,214,3,66.4,2023-03-26,2023-04-02,Debit Card,completed
842,28,1397,2,324.84,2024-10-10,2024-10-21,Debit Card,shipped
843,16,1117,1,483.37,2024-02-27,2024-03-07,Debit Card,completed
844,10,1495,1,32.47,2024-09-02,2024-09-08,E-Wallet,completed
845,32,248,1,238.54,2022-12-03,2022-12-09,Bank Transfer,processing
846,34,2894,1,313.56,2022-11-26,2022-11-30,E-Wallet,completed
847,34,493,1,303.53,2024-02-09,2024-02-17,Credit Card,completed
848,3,1640,2,1164.72,2022-06-07,2022-06-15,PayPal,shipped
849,43,952,2,699.16,2024-09-27,2024-10-06,Debit Card,completed
850,9,2669,1,462.53,2023-10-15,2023-10-21,Credit Card,completed
851,7,2139,3,1430.47,2022-11-15,2022-11-26,E-Wallet,shipped
852,26,1272,1,132.68,2023-01-20,2023-01-31,E-Wallet,completed
853,11,508,1,417.67,2022-06-22,2022-06-25,E-Wallet,shipped
854,50,924,1,150.5,2024-04-13,2024-04-14,Credit Card,completed
855,46,1287,3,666.45,2023-03-29,2023-04-02,Credit Card,completed
856,7,2748,2,885.22,2022-02-22,2022-02-24,E-Wallet,completed
857,36,1192,1,156.46,2023-02-07,2023-02-09,PayPal,shipped
858,23,2627,1,427.5,2022-11-30,2022-12-01,E-Wallet,completed
859,22,2635,1,148.04,2024-05-22,2024-06-03,Debit Card,completed
860,2,714,2,1247.42,2022-10-17,2022-10-24,PayPal,shipped
861,33,323,1,648.76,2024-05-08,2024-05-12,PayPal,completed
862,10,1367,3,96.25,2023-08-04,2023-08-05,E-Wallet,completed
863,23,1892,3,1256.74,2024-01-09,2024-01-20,Debit Card,completed
864,12,141,1,206.04,2024-04-26,2024-05-07,Credit Card,cancelled
865,27,2610,1,391.27,2023-02-04,2023-02-07,Credit Card,completed
866,47,1221,1,306.33,2023-01-24,2023-02-03,PayPal,shipped
867,39,2304,1,463.91,2022-07-03,2022-07-05,Credit Card,completed
868,14,2802,4,1458.12,2024-03-04,2024-03-12,PayPal,completed
869,49,551,1,173.53,2022-02-14,2022-02-16,PayPal,completed
870,47,2388,2,667.97,2023-05-21,2023-05-30,Credit Card,completed
871,30,753,1,84.19,2022-12-11,2022-12-12,Credit Card,completed
872,33,2632,2,1253.65,2024-01-08,2024-01-15,Credit Card,processing
873,17,1109,4,424.3,2022-10-25,2022-11-05,Bank Transfer,shipped
874,21,1298,4,2787.79,2023-09-24,2023-10-03,Debit Card,completed
875,46,2822,5,1140.06,2024-08-30,2024-09-11,Credit Card,processing
876,35,594,1,417.74,2022-06-23,2022-06-26,E-Wallet,completed
877,29,2574,5,115.71,2024-07-18,2024-07-29,Credit Card,completed
878,36,55,2,298.41,2022-07-28,2022-08-03,Debit Card,completed
879,18,1329,1,577.3,2022-06-19,2022-06-29,E-Wallet,completed
880,5,1458,2,1195.83,2023-11-19,2023-11-20,Debit Card,completed
881,48,2273,1,457.54,2024-08-08,2024-08-14,Bank Transfer,completed
882,25,283,1,591.03,2022-01-02,2022-01-06,Credit Card,shipped
883,29,2955,3,69.64,2022-09-15,2022-09-24,E-Wallet,completed
884,3,1824,3,1875.37,2022-05-20,2022-05-28,E-Wallet,completed
885,45,1421,3,590.4,2023-07-12,2023-07-15,Bank Transfer,completed
886,8,623,2,1314.81,2023-09-10,2023-09-16,Debit Card,completed
887,48,1397,1,449.29,2022-07-22,2022-07-24,Credit Card,processing
888,31,322,1,170.05,2024-09-12,2024-09-20,E-Wallet,processing
889,28,2651,1,169.73,2022-02-09,2022-02-10,Debit Card,completed
890,30,1208,1,87.82,2023-02-01,2023-02-07,Credit Card,completed
891,11,445,2,860.43,2024-01-08,2024-01-14,Bank Transfer,cancelled
892,42,2993,1,126.27,2023-12-17,2023-12-27,Bank Transfer,completed
893,43,1653,2,773.47,2022-03-22,2022-04-03,Bank Transfer,completed
894,24,1256,2,1127.51,2023-08-27,2023-09-08,Credit Card,completed
895,44,1146,1,356.85,2024-03-05,2024-03-06,Bank Transfer,processing
896,19,1151,1,250.32,2024-10-28,2024-11-08,Bank Transfer,shipped
897,6,371,1,613.57,2022-10-19,2022-10-27,Credit Card,completed
898,12,1819,1,213.65,2022-12-14,2022-12-20,E-Wallet,shipped
899,43,2,2,685.9,2024-07-06,2024-07-07,Debit Card,processing
900,15,123,1,322.38,2023-07-17,2023-07-28,E-Wallet,cancelled
901,4,2481,1,559.27,2024-10-09,2024-10-16,E-Wallet,completed
902,12,2288,1,211.29,2022-04-16,2022-04-21,Bank Transfer,completed
903,2,244,1,584.07,2024-08-01,2024-08-04,Credit Card,completed
904,10,2115,2,72.35,2022-10-01,2022-10-11,Credit Card,shipped
905,45,1829,2,383.18,2024-03-23,2024-03-28,Debit Card,completed
906,46,2266,1,230.96,2023-12-30,2024-01-01,Bank Transfer,shipped
907,10,2157,1,36.05,2023-07-16,2023-07-25,Debit Card,processing
908,2,1358,2,1305.03,2024-10-26,2024-10-30,PayPal,completed
909,5,2229,1,564.07,2024-09-03,2024-09-14,Bank Transfer,cancelled
910,33,1282,1,583.46,2024-03-15,2024-03-17,PayPal,completed
911,39,674,1,427.68,2022-10-02,2022-10-13,Bank Transfer,completed
912,11,1207,1,392.81,2024-06-16,2024-06-22,PayPal,processing
913,3,679,3,1839.53,2023-05-22,2023-05-26,Bank Transfer,completed
914,38,1682,2,862.62,2024-03-16,2024-03-20,Debit Card,shipped
915,50,1514,2,304.13,2022-08-19,2022-08-29,Debit Card,shipped
916,12,2365,2,412.36,2022-04-08,2022-04-17,PayPal,processing
917,13,2734,1,328.51,2023-01-09,2023-01-16,Credit Card,processing
918,36,651,3,502.77,2022-11-30,2022-12-12,PayPal,completed
919,15,193,1,341.36,2024-10-01,2024-10-06,Debit Card,completed
920,12,990,2,437.9,2023-09-20,2023-09-27,Bank Transfer,completed
921,2,650,1,632.96,2023-07-30,2023-08-08,Debit Card,completed
922,37,617,1,645.09,2022-01-06,2022-01-14,Bank Transfer,completed
923,10,1755,1,32.42,2022-07-09,2022-07-12,Debit Card,completed
924,48,2009,2,929.84,2024-07-09,2024-07-16,E-Wallet,completed
925,7,1645,1,490.99,2022-11-18,2022-11-20,Bank Transfer,completed
926,15,2201,1,333.6,2023-08-14,2023-08-16,Debit Card,shipped
927,2,1335,1,646.13,2024-01-20,2024-02-01,Credit Card,completed
928,46,2217,2,463.12,2024-05-14,2024-05-20,PayPal,completed
929,26,1278,1,135.41,2022-10-02,2022-10-14,E-Wallet,completed
930,35,2258,1,397.11,2023-03-07,2023-03-14,E-Wallet,completed
931,35,1441,1,426.53,2024-04-07,2024-04-10,Bank Transfer,processing
932,31,2190,1,167.64,2023-12-11,2023-12-15,Credit Card,completed
933,35,534,1,425.03,2022-01-03,2022-01-14,Bank Transfer,completed
934,40,1696,2,1043.63,2023-02-01,2023-02-13,E-Wallet,completed
935,3,1744,1,623.05,2024-01-14,2024-01-23,Credit Card,completed
936,42,326,2,225.28,2022-05-13,2022-05-17,E-Wallet,completed
937,45,1546,1,176.9,2022-09-01,2022-09-12,PayPal,completed
938,43,1128,2,754.9,2022-06-19,2022-06-27,PayPal,shipped
939,12,46,4,838.15,2022-07-23,2022-08-01,Bank Transfer,processing
940,6,1490,1,604.84,2024-08-08,2024-08-11,Debit Card,shipped
941,8,777,1,620.66,2024-03-21,2024-03-31,Bank Transfer,completed
942,14,1311,1,363.32,2023-03-13,2023-03-24,E-Wallet,completed
943,11,355,1,438.44,2024-03-29,2024-03-30,Bank Transfer,completed
944,2,10,1,618.33,2024-10-26,2024-11-07,Debit Card,completed
945,18,1860,1,571.99,2022-02-08,2022-02-14,PayPal,completed
946,39,1146,2,951.38,2022-12-16,2022-12-18,Credit Card,completed
947,10,1617,1,36.68,2023-07-09,2023-07-10,E-Wallet,completed
948,15,848,1,340.15,2024-01-06,2024-01-12,Bank Transfer,completed
949,26,2482,4,568.46,2024-03-15,2024-03-18,E-Wallet,completed
950,17,648,2,213.72,2022-09-05,2022-09-09,E-Wallet,shipped
951,46,939,1,244.66,2024-09-17,2024-09-27,Bank Transfer,completed
952,23,746,1,419.51,2023-12-11,2023-12-23,Credit Card,completed
953,37,631,2,1334.97,2022-09-10,2022-09-14,PayPal,shipped
954,9,148,1,433.2,2023-09-03,2023-09-04,PayPal,completed
955,14,837,2,727.47,2023-05-17,2023-05-29,Debit Card,completed
956,49,2607,2,347.08,2023-08-19,2023-08-25,PayPal,completed
957,12,2423,2,400.08,2022-05-11,2022-05-19,PayPal,completed
958,34,1404,1,314.55,2022-09-13,2022-09-16,E-Wallet,cancelled
959,3,2392,1,609.85,2022-02-11,2022-02-13,Bank Transfer,completed
960,4,2143,2,1162.08,2024-04-26,2024-05-08,Credit Card,completed
961,40,280,1,509.57,2023-02-22,2023-02-27,Bank Transfer,completed
962,46,385,1,218.2,2024-02-09,2024-02-11,Bank Transfer,cancelled
963,12,1131,2,401.41,2024-07-16,2024-07-23,Bank Transfer,shipped
964,24,2060,1,533.7,2022-02-20,2022-02-25,Credit Card,completed
965,43,1610,4,1516.35,2023-05-29,2023-06-09,E-Wallet,completed
966,21,647,1,605.59,2023-04-10,2023-04-20,Credit Card,completed
967,45,1194,1,202.48,2023-11-07,2023-11-19,Credit Card,processing
968,30,744,2,171.17,2024-05-13,2024-05-23,Credit Card,shipped
969,37,122,2,1215.94,2022-03-20,2022-03-24,Credit Card,completed
970,32,378,3,714.75,2023-12-12,2023-12-19,Credit Card,shipped
971,28,512,1,160.92,2023-06-30,2023-07-11,E-Wallet,completed
972,6,667,1,622.08,2022-07-13,2022-07-19,PayPal,shipped
973,22,1821,1,159.64,2022-03-17,2022-03-21,Debit Card,completed
974,11,1678,1,433.96,2022-07-04,2022-07-15,E-Wallet,processing
975,43,303,1,391.82,2023-11-04,2023-11-08,Bank Transfer,completed
976,26,79,3,393.45,2023-02-16,2023-02-28,Debit Card,processing
977,47,2697,3,936.49,2022-01-31,2022-02-06,Bank Transfer,processing
978,10,1952,5,178.39,2024-09-07,2024-09-16,E-Wallet,completed
979,1,79,2,647.17,2024-02-11,2024-02-21,Debit Card,completed
980,14,2137,4,1521.67,2023-01-05,2023-01-12,Credit Card,completed
981,47,752,2,663.71,2022-08-06,2022-08-12,Bank Transfer,processing
982,21,1705,2,1275.57,2024-06-16,2024-06-25,Credit Card,completed
983,32,1518,2,481.98,2022-12-11,2022-12-13,Debit Card,completed
984,45,1570,1,182.75,2023-01-23,2023-02-04,Bank Transfer,completed
985,18,1184,1,629.79,2024-06-10,2024-06-16,Debit Card,processing
986,16,1911,1,524.22,2023-10-26,2023-10-31,E-Wallet,completed
987,23,2565,1,477.2,2022-01-21,2022-01-26,Bank Transfer,shipped
988,18,2464,1,602.99,2024-10-03,2024-10-13,Debit Card,completed
989,45,7,3,542.75,2024-07-11,2024-07-13,E-Wallet,shipped
990,42,1873,1,120.72,2023-01-14,2023-01-16,E-Wallet,shipped
991,39,1828,3,1412.38,2023-07-11,2023-07-15,E-Wallet,completed
992,26,192,3,396.57,2024-01-03,2024-01-12,E-Wallet,completed
993,42,286,5,598.98,2023-04-04,2023-04-05,Credit Card,completed
994,40,1840,2,1049.28,2024-06-05,2024-06-16,PayPal,completed
995,40,1019,3,1478.45,2022-04-02,2022-04-07,E-Wallet,shipped
996,18,2573,1,610.37,2023-04-01,2023-04-08,PayPal,shipped
997,35,192,1,395.64,2022-10-03,2022-10-07,Debit Card,completed
998,15,2983,1,326.47,2023-11-27,2023-12-04,PayPal,processing
999,22,1518,1,150.67,2024-04-10,2024-04-12,Credit Card,shipped
1000,26,1350,1,124.19,2023-08-06,2023-08-09,PayPal,completed
1001,50,462,3,468.41,2023-10-20,2023-10-29,Debit Card,completed
1002,18,187,1,620.95,2023-12-13,2023-12-14,PayPal,processing
1003,24,2164,1,506.63,2023-07-26,2023-08-01,PayPal,shipped
1004,2,803,1,575.1,2024-07-19,2024-07-23,Debit Card,completed
1005,28,1619,3,529.46,2023-08-04,2023-08-10,Bank Transfer,completed
1006,47,2476,1,308.91,2022-05-18,2022-05-22,PayPal,shipped
1007,20,1183,2,720.56,2023-08-30,2023-09-09,Credit Card,completed
1008,32,1748,2,475.63,2022-09-03,2022-09-13,PayPal,completed
1009,26,1060,2,249.02,2024-01-17,2024-01-19,Debit Card,shipped
1010,46,1043,2,482.56,2024-10-13,2024-10-25,Debit Card,completed
1011,44,136,1,357.36,2022-07-13,2022-07-22,E-Wallet,completed
1012,1,909,1,333.92,2024-01-18,2024-01-21,PayPal,processing
1013,19,265,2,484.87,2024-07-21,2024-08-01,Bank Transfer,shipped
1014,42,1788,1,115.7,2023-03-18,2023-03-23,PayPal,completed
1015,46,129,1,227.57,2022-01-28,2022-02-06,Debit Card,completed
1016,44,1471,1,363.71,2023-11-17,2023-11-24,E-Wallet,completed
1017,6,644,2,1317.3,2022-12-24,2022-12-28,PayPal,completed
1018,37,1150,2,1226.27,2022-12-10,2022-12-12,Credit Card,completed
1019,45,455,2,387.22,2023-02-08,2023-02-19,PayPal,completed
1020,6,847,1,638.4,2022-05-24,2022-06-03,PayPal,completed
1021,35,2673,1,398.07,2023-02-13,2023-02-23,PayPal,completed
1022,18,2658,1,624.3,2024-01-14,2024-01-20,Debit Card,completed
1023,3,2700,2,1121.09,2024-03-29,2024-03-31,Bank Transfer,processing
1024,39,700,2,914.96,2024-07-16,2024-07-19,PayPal,processing
1025,35,2534,2,788.93,2023-11-14,2023-11-24,Bank Transfer,cancelled
1026,17,18,1,107.08,2023-10-18,2023-10-29,E-Wallet,processing
1027,48,2574,1,455.6,2024-02-24,2024-02-28,E-Wallet,completed
1028,1,460,1,324.34,2022-06-12,2022-06-18,Debit Card,completed
1029,42,2760,3,353.56,2022-01-01,2022-01-03,Debit Card,processing
1030,18,1524,3,1764.64,2022-02-02,2022-02-08,E-Wallet,completed
1031,26,552,1,130.53,2022-10-19,2022-10-28,Debit Card,processing
1032,36,2613,2,298.65,2022-11-24,2022-12-01,Debit Card,completed
1033,11,2266,1,433.36,2023-06-30,2023-07-02,PayPal,cancelled
1034,28,1455,2,341.42,2023-02-24,2023-02-28,PayPal,processing
1035,1,1126,4,1437.97,2024-08-24,2024-08-29,Bank Transfer,completed
1036,19,1761,2,465.25,2024-07-07,2024-07-19,Credit Card,completed
1037,6,1997,2,1317.99,2023-11-13,2023-11-18,Credit Card,completed
1038,40,2980,1,523.72,2023-06-09,2023-06-21,PayPal,completed
1039,46,134,1,244.41,2024-02-16,2024-02-26,PayPal,completed
1040,37,2453,1,675.77,2024-01-11,2024-01-16,PayPal,completed
1041,16,2071,1,557.34,2022-12-22,2022-12-25,E-Wallet,shipped
1042,3,1425,1,596.66,2024-02-05,2024-02-12,Debit Card,completed
1043,5,2176,4,2508.62,2024-10-07,2024-10-08,E-Wallet,processing
1044,1,912,2,641.15,2023-10-04,2023-10-11,Debit Card,completed
1045,39,898,1,461.5,2023-06-06,2023-06-15,PayPal,cancelled
1046,11,2944,3,1279.06,2024-09-18,2024-09-23,Bank Transfer,completed
1047,11,1022,2,864.08,2023-03-17,2023-03-27,Debit Card,completed
1048,28,1060,1,158.39,2023-12-26,2023-12-29,E-Wallet,completed
1049,22,1551,2,308.49,2022-07-25,2022-08-01,Bank Transfer,completed
1050,6,560,3,1869.05,2022-05-09,2022-05-13,PayPal,completed
1051,12,2818,1,211.67,2023-11-11,2023-11-18,E-Wallet,completed
1052,31,2465,1,162.28,2023-12-28,2024-01-03,Credit Card,completed
1053,45,1549,1,201.74,2024-09-25,2024-10-03,E-Wallet,processing
1054,38,1779,1,467.22,2024-03-14,2024-03-25,PayPal,shipped
1055,23,788,4,1786.96,2023-03-14,2023-03-23,Debit Card,completed
1056,37,375,2,1309.69,2024-07-23,2024-08-01,E-Wallet,completed
1057,5,837,1,601.2,2022-09-19,2022-09-20,E-Wallet,completed
1058,40,316,1,491.08,2022-07-18,2022-07-25,Bank Transfer,completed
1059,29,122,4,84.56,2022-03-23,2022-04-03,PayPal,completed
1060,48,1319,2,913.17,2023-11-22,2023-11-26,Debit Card,completed
1061,21,1924,1,620.27,2023-10-27,2023-10-31,Bank Transfer,completed
1062,14,431,1,358.38,2024-06-03,2024-06-05,Bank Transfer,completed
1063,37,1105,2,1366.81,2022-01-10,2022-01-11,Bank Transfer,completed
1064,45,1440,1,177.77,2022-02-13,2022-02-16,Credit Card,completed
1065,3,1548,3,1899.54,2022-03-26,2022-03-30,E-Wallet,shipped
1066,27,2958,1,397.38,2024-04-28,2024-05-01,Debit Card,completed
1067,50,2508,2,337.71,2024-08-03,2024-08-12,PayPal,completed
1068,10,1028,2,69.43,2022-01-19,2022-01-30,E-Wallet,completed
1069,22,2508,3,429.57,2024-03-30,2024-04-06,Debit Card,completed
1070,11,459,3,1287.16,2022-11-03,2022-11-05,Credit Card,completed
1071,5,709,2,1245.48,2022-05-14,2022-05-24,Credit Card,processing
1072,42,182,2,243.01,2022-12-28,2023-01-05,E-Wallet,completed
1073,47,2331,1,332.37,2024-02-08,2024-02-10,Bank Transfer,completed
1074,15,1624,2,648.48,2022-02-19,2022-02-27,Bank Transfer,completed
1075,1,989,1,351.1,2024-05-22,2024-05-25,Bank Transfer,completed
1076,18,3000,1,638.47,2024-08-07,2024-08-09,Credit Card,processing
1077,36,2102,2,334.25,2022-02-24,2022-03-07,E-Wallet,completed
1078,20,2868,2,744.96,2022-01-22,2022-01-27,Credit Card,completed
1079,2,1916,1,637.63,2024-07-18,2024-07-28,Bank Transfer,completed
1080,22,2589,1,152.49,2024-04-01,2024-04-11,PayPal,shipped
1081,14,812,1,375.42,2024-05-31,2024-06-12,PayPal,completed
1082,5,1430,2,1197.09,2024-06-27,2024-07-01,E-Wallet,completed
1083,46,2329,3,743.05,2022-10-27,2022-10-30,Bank Transfer,completed
1084,45,330,4,712.46,2024-05-09,2024-05-19,Bank Transfer,completed
1085,22,1432,3,451.1,2022-01-12,2022-01-15,Bank Transfer,completed
1086,38,2167,1,468.97,2023-03-26,2023-04-01,Bank Transfer,completed
1087,7,1916,1,452.43,2023-10-10,2023-10-17,Debit Card,shipped
1088,23,1387,1,425.71,2022-05-09,2022-05-20,Credit Card,completed
1089,34,1313,2,631.49,2022-01-11,2022-01-21,PayPal,completed
1090,9,2107,1,453.83,2023-07-23,2023-07-26,E-Wallet,completed
1091,47,1931,1,314.83,2024-04-20,2024-04-25,Credit Card,completed
1092,4,190,1,601.7,2022-06-21,2022-06-24,E-Wallet,completed
1093,31,2722,1,157.86,2023-01-15,2023-01-23,PayPal,completed
1094,17,1705,1,105.96,2024-07-14,2024-07-18,PayPal,shipped
1095,1,1809,1,351.08,2022-03-24,2022-04-01,E-Wallet,completed
1096,47,754,4,1237.54,2024-04-03,2024-04-04,Debit Card,completed
1097,2,1393,1,611.57,2024-09-16,2024-09-18,E-Wallet,completed
1098,23,1588,3,1282.07,2022-09-12,2022-09-23,Credit Card,completed
1099,33,801,5,2990.24,2024-06-27,2024-06-28,Debit Card,completed
1100,33,390,1,585.26,2023-10-15,2023-10-26,PayPal,completed
1101,47,2360,3,898.97,2022-10-01,2022-10-05,Debit Card,processing
1102,46,2734,1,242.58,2022-02-01,2022-02-09,E-Wallet,completed
1103,41,479,1,476.22,2022-02-28,2022-03-09,PayPal,shipped
1104,49,2274,3,499.23,2023-07-29,2023-08-03,E-Wallet,completed
1105,40,2423,1,480.51,2024-01-17,2024-01-21,PayPal,shipped
1106,9,1438,1,426.99,2023-11-29,2023-12-01,Credit Card,completed
1107,36,2378,1,164.54,2022-02-19,2022-03-01,E-Wallet,completed
1108,19,1802,1,262.68,2023-07-01,2023-07-11,Debit Card,shipped
1109,34,2977,2,599.26,2022-07-17,2022-07-27,Bank Transfer,completed
1110,27,1036,4,1560.65,2023-08-01,2023-08-03,E-Wallet,completed
1111,7,1644,1,459.25,2023-02-01,2023-02-07,Credit Card,shipped
1112,23,431,1,431.51,2024-07-13,2024-07-20,Credit Card,completed
1113,22,1242,1,158.43,2023-07-05,2023-07-17,PayPal,shipped
1114,45,1428,1,195.71,2024-01-19,2024-01-24,Bank Transfer,completed
1115,22,1284,3,465.61,2022-08-12,2022-08-20,E-Wallet,completed
1116,43,141,1,348.71,2024-07-26,2024-08-02,Bank Transfer,completed
1117,42,735,3,358.3,2024-06-24,2024-07-02,Debit Card,completed
1118,1,836,2,627.31,2023-02-11,2023-02-17,Debit Card,completed
1119,17,2592,1,110.07,2023-04-16,2023-04-22,E-Wallet,completed
1120,33,2812,2,1175.17,2022-11-17,2022-11-29,Credit Card,completed
1121,18,1103,1,644.25,2023-05-11,2023-05-13,E-Wallet,processing
1122,48,1791,1,451.54,2022-02-07,2022-02-16,PayPal,completed
1123,31,717,1,161.91,2022-02-12,2022-02-19,Bank Transfer,completed
1124,27,995,1,374.44,2022-12-23,2023-01-01,PayPal,completed
1125,14,2957,1,373.61,2024-01-27,2024-02-01,Credit Card,completed
1126,41,1919,4,1800.33,2022-01-15,2022-01-21,Debit Card,processing
1127,27,103,1,363.96,2022-04-02,2022-04-06,Credit Card,cancelled
1128,23,2394,1,441.57,2024-07-18,2024-07-19,E-Wallet,completed
1129,6,366,2,1326.6,2023-02-03,2023-02-15,Debit Card,completed
